Task ID,Task Name,Photo by,Action Type,Text,Environment,Taxonomy,Skill,HDF5 count,length(step),Data Size(GB),evaluation,comments,Sound data,Box URL,??,??,Date,Total steps
0157,pick_and_place_L_kyukyutto,Hayase,Pick up kyukyutto with your left hand and place it in the white case.,Put Kyu-Kyutto in the white case with your left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,50,250,77,,?????????????????????,TRUE,,TRUE,TRUE,2024/12/27,12500
0158,insert_shaft_into_gear_middle_shaft_randam,Hayase,Grab a randomly placed shaft and put it into gear.,Insert randomly placed shafts into the gears.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,insert,150,500,496,,???????????????????????????,TRUE,,TRUE,TRUE,2024/12/20,75000
0159,insert_shaft_into_gear_middle_gear_randam,Hayase,Grab the shaft and put it into a randomly placed gear,Insert the shaft into randomly placed gears.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,insert,150,500,510,,???????????????????????????,TRUE,,TRUE,TRUE,2024/12/23,75000
0160,transfer_soyjoy_to_the_left_arm_and_box_it,Shiba,Hand over a SOYJOY bar from the right arm to the left arm and store it in a box on the shelf,Hand over the SOYJOY from the right arm to the left arm and place it into the box on the shelf.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Asynchronous Bimanual,hand-over,100,500,308,,???????????SOYJOY??????????????????,TRUE,,TRUE,TRUE,2025/01/07,50000
0161,transfer_bisco_to_the_left_arm_and_box_it,Shiba,Hand over a bisco bar from the right arm to the left arm and store it in a box on the shelf,Hand over the bisco from the right arm to the left arm and place it into the box on the shelf.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Asynchronous Bimanual,hand-over,100,500,308,,????????????????????????????????,TRUE,,TRUE,TRUE,2025/01/08,50000
0162,transfer_big_thunder_to_the_left_arm_and_box_it,Shiba,Hand over a big thunder bar from the right arm to the left arm and store it in a box on the shelf,Hand over the big thunder from the right arm to the left arm and place it into the box on the shelf.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Asynchronous Bimanual,hand-over,100,500,308,,????????????????????????????????????,TRUE,,TRUE,TRUE,2025/01/09,50000
0163,pick_and_place_L_jagarico_bits,Hayase,Pick up jagarico bits with your left hand and place it in the white case.,Put Jagariko bit in the white case with your left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,50,250,77,,???????????????????????,TRUE,,TRUE,TRUE,2025/01/06,12500
0164,pick_and_place_L_VC3000,Hayase,Pick up VC3000 with your left hand and place it in the white case.,Put throat candy in the white case with your left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,50,250,77,,?????VC3000?????????????,TRUE,,TRUE,TRUE,2025/01/06,12500
0165,pick_and_place_L_ramune,Hayase,Pick up ramune bits with your left hand and place it in the white case.,Put Ramune candy in the white case with your left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,50,250,77,,??????????????????,TRUE,,TRUE,TRUE,2025/01/06,12500
0166,insert_shaft_into_gear_small_shaft_randam,Hayase,Grab a randomly placed shaft and put it into gear.,Insert randomly placed shafts into the gears.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,insert,150,500,322,,???????????????????????????,TRUE,,TRUE,TRUE,2024/12/24,75000
0167,insert_shaft_into_gear_small_gear_randam,Hayase,Grab the shaft and put it into a randomly placed gear,Insert the shaft into randomly placed gears.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,insert,150,500,496,,???????????????????????????,TRUE,,TRUE,TRUE,2025/01/14,75000
0168,place_soldering_iron_on_marker,Hayase,Touch the tip of the soldering iron to the mark.,Touch the tip of the soldering iron to the mark.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,place,100,1500,924,,?????????????????,TRUE,,TRUE,TRUE,2025/01/16,150000
0169,unscrew_the_cap_of_the_plastic_bottle,Shiba,"Grip and hold the plastic bottle with the left arm, while the right arm unscrews the cap.","Grip and hold the plastic bottle with the left arm, while the right arm unscrews the cap.","robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Asynchronous Bimanual,unscrew,100,700,431,,??????????????????????????????????,TRUE,,TRUE,TRUE,2025/01/17,70000
0170,wipe_the_desk_with_an_orange_cloth,Shiba,Push an orange cloth with the left arm to wipe the desk.,Push an orange cloth with the left arm to wipe the desk.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,wipe,50,250,77,,??????(????)???????????,TRUE,,TRUE,TRUE,2025/01/20,12500
0171,wipe_the_desk_with_a_yellow_cloth,Shiba,Push a yellow cloth with the left arm to wipe the desk.,Push a yellow cloth with the left arm to wipe the desk.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,wipe,50,250,77,,??????(????)???????????,TRUE,,TRUE,TRUE,2025/01/21,12500
0172,wipe_the_desk_with_a_blue_cloth,Shiba,Push a blue cloth with the left arm to wipe the desk.,Push a blue cloth with the left arm to wipe the desk.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,wipe,50,250,77,,??????(???)???????????,TRUE,,TRUE,TRUE,2025/01/21,12500
0173,collect_the_screws_using_a_dustpan_01,Shiba,"Holds the dustpan with the left arm, while a human hand uses a hand brush to gather screws into the dustpan.","Hold the dustpan with the left arm, while a human hand uses a hand brush to gather screws into the dustpan.","robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",collaboration,collect,50,500,154,,?????????(????)????????????????????????????????,TRUE,,TRUE,TRUE,2025/01/21,25000
0174,collect_the_screws_using_a_dustpan_02,Shiba,"Holds the dustpan with a person, while the left arm uses a hand brush to gather the screws into the dustpan.","Hold the dustpan with a person, while the left arm uses a hand brush to gather the screws into the dustpan.","robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",collaboration,collect,50,500,154,,?????????(????)????????????????????????????????,TRUE,,TRUE,TRUE,2025/01/22,25000
0175,place_the_slippers,Shiba,Grabs the slippers with the left arm and arranges them.,Grab the slippers with the left arm and arranges them.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,place,50,500,154,,??????????????????,TRUE,,TRUE,TRUE,2025/01/22,25000
0176,place_soldering_iron_and_solder_on_marker,Hayase,Touch the tip of the soldering iron to the tip of the solder at the mark.,Touch the tip of the soldering iron to the tip of the solder at the mark.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Unimanual,place,100,1500,924,,???????????????????????????????????????????,TRUE,,TRUE,TRUE,2025/01/20,150000
0177,hit_mark_with_hammer,Hayase,Hit the mark with a hammer.,Hit the mark with a hammer.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Asynchronous Bimanual,place,100,1500,924,,??????????????????????,TRUE,,TRUE,TRUE,2025/01/22,150000
0178,wipe_the_desk_with_a_sponge,Shiba,Push the sponge with the left arm to wipe the table.,Push the sponge with the left arm to wipe the table.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,wipe,50,250,77,,????????????????????,TRUE,,TRUE,TRUE,2025/01/22,12500
0179,place_the_chinese_spoons_on_the_cloth,Shiba,Places a chinese spoon on each side of the plate on the cloth with the left arm.,Place a chinese spoon on each side of the plate on the cloth with the left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,place,50,500,154,,?????????????????????????1??????,TRUE,,TRUE,TRUE,2025/01/23,25000
0180,pick_a_mocha_blend_from_the_shelf,Shiba,Pick up the mocha blend from the shelf with the left arm.,Pick up the mocha blend from the shelf with the left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,50,250,77,,????????????????????,TRUE,,TRUE,TRUE,2025/01/23,12500
0181,pick_a_original_blend_from_the_shelf,Shiba,Pick up the original blend from the shelf with the left arm.,Pick up the original blend from the shelf with the left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,50,250,77,,?????????????????(????????)??????,TRUE,,TRUE,TRUE,2025/01/23,12500
0182,pick_a_chocolate_rusk_from_the_shelf,Shiba,Pick up the chocolate rusk from the shelf with the left arm.,Pick up the chocolate rusk from the shelf with the left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,50,250,77,,????????????????????,TRUE,,TRUE,TRUE,2025/01/24,12500
0183,restock_the_shelf_with_mocha_blend,Shiba,Restock the shelf with the left arm by taking the mocha blend from the front and placing the new mocha blend at the back.,Restock the shelf with the left arm by taking the mocha blend from the front and placing the new mocha blend at the back.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,place,50,500,154,,?????????(????????????????????????????????????)???,TRUE,,TRUE,TRUE,2025/01/24,25000
0184,restock_the_shelf_with_original_blend,Shiba,Restock the shelf with the left arm by taking the original blend from the front and placing the new original blend at the back.,Restock the shelf with the left arm by taking the original blend from the front and placing the new original blend at the back.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,place,50,500,154,,?????????(??????????????????????????????????????????)???,TRUE,,TRUE,TRUE,2025/01/27,25000
0185,restock_the_shelf_with_chocolate_rusk,Shiba,Restock the shelf with the left arm by taking the chocolate rusk from the front and placing the new chocolate rusk at the back.,Restock the shelf with the left arm by taking the chocolate rusk from the front and placing the new chocolate rusk at the back.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,place,50,500,154,,?????????(????????????????????????????????????)???,TRUE,,TRUE,TRUE,2025/01/27,25000
0186,fold_bule_towel,Hayase,fold the blue towel.,Fold the blue towel.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Asynchronous Bimanual,fold,100,1000,616,,????????????????????,TRUE,,TRUE,TRUE,2025/01/23,100000
0187,fold_yellow_towel,Hayase,fold the yellow towel.,Fold the yellow towel.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Asynchronous Bimanual,fold,100,1000,616,,????????????????????,TRUE,,TRUE,TRUE,2025/01/28,100000
0188,pick_the_ionwater_from_basket,Shiba,Pick the ion water from the shopping basket with the left arm.,Pick the ion water from the shopping basket with the left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,100,250,154,,????????????????????????????????????????????,TRUE,,TRUE,TRUE,2025/01/28,25000
0189,pick_the_chocolate_rusk_from_basket,Shiba,Pick the chocolate rusks from the shopping basket with the left arm.,Pick the chocolate rusks from the shopping basket with the left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,100,250,154,,??????????????????????????????????????????,TRUE,,TRUE,TRUE,2025/01/29,25000
0190,pick_the_mocha_blend_from_basket,Shiba,Pick the mocha blend from the shopping basket with the left arm.,Pick the mocha blend from the shopping basket with the left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,100,250,154,,????????????????????????????????????????,TRUE,,TRUE,TRUE,2025/01/30,25000
0191,pick_the_tropicana_from_basket,Shiba,Pick the Tropicana from the shopping basket with the left arm.,Pick the Tropicana from the shopping basket with the left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,100,250,154,,??????????????tropicana????????????????????,TRUE,,TRUE,TRUE,2025/01/30,25000
0192,pick_the_healthia_from_basket,Shiba,Pick the Healthyia from the shopping basket with the left arm.,Pick the Healthyia from the shopping basket with the left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,100,250,154,,???????????????????????????????????????,TRUE,,TRUE,TRUE,2025/01/30,25000
0193,pick_the_original_blend_from_basket,Shiba,Pick the original blend from the shopping basket with the left arm.,Pick the original blend from the shopping basket with the left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,100,250,154,,????????????????????????????????????????????,TRUE,,TRUE,TRUE,2025/01/31,25000
0194,pick_the_sponge_from_basket,Shiba,Pick the sponge from the shopping basket with the left arm.,Pick the sponge from the shopping basket with the left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,100,250,154,,??????????????????????????????SOYJOY??????????,TRUE,,TRUE,TRUE,2025/01/31,25000
0195,pick_the_soyjoy_from_basket,Shiba,Pick the SOYJOY from the shopping basket with the left arm.,Pick the SOYJOY from the shopping basket with the left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,100,250,154,,??????????????SOYJOY????????????SOYJOY??????????,TRUE,,TRUE,TRUE,2025/01/31,25000
0196,pick_the_bisco_from_basket,Shiba,Pick the bisco from the shopping basket with the left arm.,Pick the bisco from the shopping basket with the left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,100,250,154,,????????????????????????????????????????,TRUE,,TRUE,FALSE,2025/02/03,25000
0197,pick_the_gum_from_basket,Shiba,Pick the gum from the shopping basket with the left arm.,Pick the gum from the shopping basket with the left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,100,250,154,,???????????????????????????????????????,TRUE,,TRUE,FALSE,2025/02/03,25000
0198,pick_the_slipper_from_basket,Shiba,Pick the  from the shopping basket with the left arm.,Pick the  from the shopping basket with the left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,100,250,154,,?????????????????????????????????(????)??????????,TRUE,,TRUE,FALSE,2025/02/03,25000
0199,pick_the_cellophane_tape_from_basket,Shiba,Pick the cellophane tape from the shopping basket with the left arm.,Pick the cellophane tape from the shopping basket with the left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,100,250,154,,??????????????????????????????????????????????????,TRUE,,TRUE,FALSE,2025/02/05,25000
0200,pick_the_dustpan_from_basket,Shiba,Pick the dustpan from the shopping basket with the left arm.,Pick the dustpan from the shopping basket with the left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,100,250,154,,????????????????????????????????????(????)??????????,TRUE,,TRUE,FALSE,2025/02/05,25000
0201,pick_the_hand_brush_from_basket,Shiba,Pick the hand brush from the shopping basket with the left arm.,Pick the hand brush from the shopping basket with the left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,100,250,154,,????????????????????(????)??????????????????(????)??????????,TRUE,,TRUE,FALSE,2025/02/05,25000
0202,pick_the_tape_dispenser_from_basket,Shiba,Pick the tape dispenser from the shopping basket with the left arm.,Pick the tape dispenser from the shopping basket with the left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,100,250,154,,?????????????????????????????????????????,TRUE,,TRUE,FALSE,2025/02/06,25000
0203,pick_the_chinese_spoon_from_basket,Shiba,Pick the chinese spoon from the shopping basket with the left arm.,Pick the chinese spoon from the shopping basket with the left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,100,250,154,,?????????????????(??????)????????????????,TRUE,,TRUE,FALSE,2025/02/07,25000
0204,pick_the_candy_from_basket,Shiba,Pick the candy from the shopping basket with the left arm.,Pick the candy from the shopping basket with the left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,100,250,154,,???????????????????????????????????????,TRUE,,TRUE,FALSE,2025/02/07,25000
0205,pick_the_orange_cloth_from_basket,Shiba,Pick the orange cloth from the shopping basket with the left arm.,Pick the orange cloth from the shopping basket with the left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,100,250,154,,?????????????????(????)???????????????(????)??????????,TRUE,,TRUE,FALSE,2025/02/12,25000
0206,pick_the_blue_cloth_from_basket,Shiba,Pick the blue cloth from the shopping basket with the left arm.,Pick the blue cloth from the shopping basket with the left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,100,250,154,,?????????????????(???)???????????????(???)??????????,TRUE,,TRUE,FALSE,2025/02/12,25000
0207,pick_the_yellow_cloth_from_basket,Shiba,Pick the yellow cloth from the shopping basket with the left arm.,Pick the yellow cloth from the shopping basket with the left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,100,250,154,,?????????????????(????)???????????????(????)??????????,TRUE,,TRUE,FALSE,2025/02/12,25000
0208,open_toolbox,Hayase,Open the tool box with both arms.,Open the tool box with both arms.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Synchronous Bimanual,open,100,500,307,,??????????????????????????????,TRUE,,TRUE,TRUE,2025/02/03,50000
0209,close_toolbox,Hayase,Close the tool box with the left arm.,Close the tool box with the left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,close,100,250,154,,??????????????????????????????,TRUE,,TRUE,TRUE,2025/02/06,25000
0210,pick_plier,Hayase,Take out the plier from the tool box with the right arm.,Take out the plier from the tool box with the right arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,100,250,153,,?????????????????????????????,TRUE,,TRUE,TRUE,2025/02/04,25000
0211,pick_screwdriver,Hayase,Take out the screwdriver from the tool box with the right arm.,Take out the screwdriver from the tool box with the right arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,100,250,154,,??????????????????????????????,TRUE,,TRUE,TRUE,2025/02/05,25000
0212,pick_the_calpas_from_basket,Shiba,Pick the calpas from the shopping basket with the left arm.,Pick the calpas from the shopping basket with the left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,100,250,154,,?????????????????(????)??????????????????????????,TRUE,,TRUE,FALSE,2025/02/13,25000
0213,pick_the_D_battery_from_basket,Shiba,Pick the D battery from the shopping basket with the left arm.,Pick the D battery from the shopping basket with the left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,100,250,154,,????????????????????????????????????????????,TRUE,,TRUE,FALSE,2025/02/14,25000
0214,put_the_orange_cloth_in_sealed_container,Shiba,Put the orange cloth inside a sealed container.,Put the orange cloth inside a sealed container.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,put,100,250,154,,????????????????(????)??????,TRUE,,TRUE,FALSE,2025/02/14,25000
0215,close_cardboard_box,Hayase,Close the cardboard box.,Close the cardboard box.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Asynchronous Bimanual,close,100,800,493,,?????????????????????,TRUE,,TRUE,FALSE,2025/02/14,80000
0216,apply_tape_closed_box,Hayase,Apply tape to the closed cardboard box.,Apply tape to the closed cardboard box.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Asynchronous Bimanual,apply,100,800,493,,????????????????????????????,TRUE,,TRUE,FALSE,2025/02/21,80000
0217,put_the_blue_cloth_in_sealed_container,Shiba,Put the blue cloth inside a sealed container.,Put the blue cloth inside a sealed container.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,put,100,250,154,,????????????????(???)??????,TRUE,,TRUE,FALSE,2025/02/14,25000
0218,put_the_yellow_cloth_in_sealed_container,Shiba,Put the yellow cloth inside a sealed container.,Put the yellow cloth inside a sealed container.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,put,100,250,154,,????????????????(????)??????,TRUE,,TRUE,FALSE,2025/02/17,25000
0219,put_the_soyjoy_in_sealed_container,Shiba,Put the soyjoy inside a sealed container.,Put the soyjoy inside a sealed container.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,put,100,250,154,,?????????????SOYJOY??????,TRUE,,TRUE,FALSE,2025/02/18,25000
0220,hand_over_and_place_the_can,Hayase,Hand over the can with the left arm and place it with the right arm.,Hand over the can with the left arm and place it with the right arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Asynchronous Bimanual,hand-over,100,800,493,,??????????????????????????????????,TRUE,,TRUE,TRUE,2025/03/06,80000
0221,hand_over_and_wipe_sponge,Hayase,Hand over the sponge with the left arm and wipe it with the right arm.,Hand over the sponge with the left arm and wipe it with the right arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Asynchronous Bimanual,hand-over,100,800,493,,????????????????????????????????????????,TRUE,,TRUE,TRUE,2025/03/11,80000
0222,lift_the_towel,Hayase,Lift the towel with both arms.,Lift the towel with both arms.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Synchronous Bimanual,lift,100,1000,616,,,TRUE,,TRUE,TRUE,2025/03/14,100000
0223,turn_towel_over,Hayase,Turn the towel inside out.,Turn the towel inside out.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Synchronous Bimanual,turn,100,500,308,,,TRUE,,TRUE,TRUE,2025/03/19,50000
0224,hand_over_towel,Hayase,Hand over the towel.,Hand over the towel.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Asynchronous Bimanual,hand-over,100,800,493,,,TRUE,,TRUE,TRUE,2025/03/31,80000
0225,fold_towel_in_random_places,Hayase,Fold randomly placed blue towel.,Fold randomly placed blue towel.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Synchronous Bimanual,fold,100,1000,616,,????????????????????????????????,TRUE,,TRUE,TRUE,2025/04/02,100000
0226,pick_cutter_from_rack,Shiba,Pick cutter from container rack with right arm.,Pick cutter from container rack with right arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,50,500,158,,,TRUE,,TRUE,TRUE,2025/04/04,25000
0227,pick_screwdriver_from_rack,Shiba,Pick screwdriver from container rack with right arm.,Pick screwdriver from container rack with right arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,50,500,158,,,TRUE,,TRUE,TRUE,2025/04/04,25000
0228,pick_frame_from_rack,Shiba,Pick frame from container rack with right arm.,Pick frame from container rack with right arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,50,500,158,,,TRUE,,TRUE,TRUE,2025/04/07,25000
0229,pick_corner_brachets_from_rack,Shiba,Pick corner brachets from container rack with right arm.,Pick corner brachets from container rack with right arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,50,500,158,,,TRUE,,TRUE,TRUE,2025/04/07,25000
0230,pick_scraper_from_rack,Shiba,Pick scraper from container rack with left arm.,Pick scraper from container rack with left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,50,500,158,,,TRUE,,TRUE,TRUE,2025/04/07,25000
0231,pick_screwdriver_red_from_rack,Shiba,Pick red screwdriver from container rack with left arm.,Pick red screwdriver from container rack with left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,50,500,158,,,TRUE,,TRUE,TRUE,2025/04/07,25000
0232,pick_vinyl_tape_red_from_rack,Shiba,Pick vinyl tape from container rack with left arm.,Pick vinyl tape from container rack with left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,50,500,158,,,TRUE,,TRUE,TRUE,2025/04/08,25000
0233,pick_foam_tape_from_rack,Shiba,Pick foam from container rack with left arm.,Pick foam from container rack with left arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,pick,50,500,158,,,TRUE,,TRUE,TRUE,2025/04/09,25000
0234,fold_orange_towel,Hayase,Fold the orange towel.,Fold the orange towel.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Asynchronous Bimanual,fold,100,1000,616,,????????????????????,TRUE,,TRUE,TRUE,2025/04/04,100000
0235,fold_light_blue_towel,Hayase,Fold the light blue towel.,Fold the light blue towel.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Asynchronous Bimanual,fold,100,1000,616,,????????????????????,TRUE,,TRUE,TRUE,2025/04/07,100000
0236,fold_green_towel,Hayase,Fold the green towel.,Fold the green towel.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Asynchronous Bimanual,fold,100,1000,616,,????????????????????,TRUE,,TRUE,TRUE,2025/04/08,100000
0237,fold_towel_assist,Hayase,Fold a vertical towel.,Fold a vertical towel.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Asynchronous Bimanual,fold,100,1000,616,,????????????????????,TRUE,,TRUE,TRUE,2025/04/09,100000
0238,fold_big_towel,Hayase,Fold a large towel.,Fold a large towel.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Asynchronous Bimanual,fold,50,1000,308,,????????????????????,TRUE,,TRUE,TRUE,2025/04/11,50000
0239,fold_bath_towel,Hayase,Fold a bath towel.,Fold a bath towel.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Asynchronous Bimanual,fold,50,1000,308,,????????????????????,TRUE,,TRUE,TRUE,2025/04/15,50000
0240,move_orange_block_front,Tanigawa,Move the block forward with right arm.,Move the block forward with right arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 2, 8videos grid, audio in hdf5",Independant,move,30,500,100,,????????????????????,TRUE,,TRUE,TRUE,2025/05/09,15000
0241,move_orange_block_back,Tanigawa,Move the block backward with right arm.,Move the block backward with right arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 1, 6videos grid, audio in hdf5",Independant,move,30,500,74,,?????????????????????,TRUE,,TRUE,TRUE,2025/05/13,15000
0242,move_orange_block_left,Tanigawa,Move the block to the left with right arm.,Move the block to the right with right arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 1, 6videos grid, audio in hdf5",Independant,move,30,500,74,,????????????????????,TRUE,,TRUE,TRUE,2025/05/13,15000
0243,move_orange_block_right,Tanigawa,Move the block to the right with right arm.,Move the block to the right with right arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 1, 6videos grid, audio in hdf5",Independant,move,30,500,74,,????????????????????,TRUE,,TRUE,TRUE,2025/05/13,15000
0244,move_orange_cup_front,Tanigawa,Move the cup forward with right  arm.,Move the cup forward with right  arm.,"robot : ALOHA, RBG camera : 4, Depth camera : 1, 6videos grid, audio in hdf5",Independant,move,30,500,74,,???????????????????,TRUE,,TRUE,TRUE,2025/05/14,15000
